feature_type,feature_id,feature_name,index,genome,num_barcodes,num_reads,num_umis,dup_frac,num_barcodes_cells,num_reads_cells,num_umis_cells,dup_frac_cells
Gene Expression,ENSG00000169704,GP9,7118,GRCh38,116,1858,316,0.8299246501614639,88,1679,278,0.8344252531268612
Gene Expression,ENSG00000172780,RAB43,7119,GRCh38,409,1595,425,0.7335423197492164,395,1558,411,0.7362002567394095
Gene Expression,ENSG00000273174,AC108673.2,7120,GRCh38,18,63,18,0.7142857142857143,17,62,17,0.7258064516129032
Gene Expression,ENSG00000240682,ISY1,7121,GRCh38,1399,6585,1563,0.7626423690205011,1346,6425,1510,0.7649805447470817
Gene Expression,ENSG00000273437,AC108673.3,7122,GRCh38,13,33,13,0.6060606060606061,12,32,12,0.625
Gene Expression,ENSG00000169714,CNBP,7123,GRCh38,7111,76194,15550,0.7959156888993884,6637,74370,15041,0.7977544708887992
Gene Expression,ENSG00000181789,COPG1,7124,GRCh38,529,2141,552,0.742176553012611,509,2072,532,0.7432432432432432
Gene Expression,ENSG00000286729,AC137695.3,7125,GRCh38,9,38,9,0.7631578947368421,9,38,9,0.7631578947368421
Gene Expression,ENSG00000183624,HMCES,7126,GRCh38,539,2182,560,0.7433547204399633,513,2092,534,0.7447418738049714
Gene Expression,ENSG00000184897,H1FX,7127,GRCh38,2074,12617,3219,0.7448680351906158,1961,12262,3103,0.746941771326048
Gene Expression,ENSG00000206417,H1FX-AS1,7128,GRCh38,19,58,19,0.6724137931034483,18,52,18,0.6538461538461539
Gene Expression,ENSG00000172771,EFCAB12,7129,GRCh38,15,45,15,0.6666666666666667,14,38,14,0.631578947368421
Gene Expression,ENSG00000129071,MBD4,7130,GRCh38,1411,6490,1590,0.7550077041602465,1362,6330,1541,0.7565560821484992
Gene Expression,ENSG00000163913,IFT122,7131,GRCh38,82,327,84,0.7431192660550459,79,320,81,0.746875
Gene Expression,ENSG00000163914,RHO,7132,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000178804,H1FOO,7133,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000004399,PLXND1,7134,GRCh38,475,2168,513,0.7633763837638377,454,2095,492,0.7651551312649165
Gene Expression,ENSG00000172765,TMCC1,7135,GRCh38,307,1214,313,0.742174629324547,297,1198,303,0.7470784641068448
Gene Expression,ENSG00000203644,AC083799.1,7136,GRCh38,113,347,114,0.6714697406340058,111,345,112,0.6753623188405797
Gene Expression,ENSG00000271270,TMCC1-AS1,7137,GRCh38,20,97,21,0.7835051546391752,18,95,19,0.8
Gene Expression,ENSG00000250643,AC083906.3,7138,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000170893,TRH,7139,GRCh38,13,108,20,0.8148148148148149,13,108,20,0.8148148148148149
Gene Expression,ENSG00000251287,ALG1L2,7140,GRCh38,7,19,7,0.631578947368421,7,19,7,0.631578947368421
Gene Expression,ENSG00000248243,LINC02014,7141,GRCh38,3,7,3,0.5714285714285714,2,6,2,0.6666666666666667
Gene Expression,ENSG00000249846,LINC02021,7142,GRCh38,8,28,8,0.7142857142857143,7,23,7,0.6956521739130435
Gene Expression,ENSG00000288111,AC130888.1,7143,GRCh38,5,9,5,0.4444444444444444,5,9,5,0.4444444444444444
Gene Expression,ENSG00000172752,COL6A5,7144,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000206384,COL6A6,7145,GRCh38,1,4,1,0.75,1,4,1,0.75
Gene Expression,ENSG00000196455,PIK3R4,7146,GRCh38,339,1353,349,0.7420546932742055,329,1308,339,0.7408256880733946
Gene Expression,ENSG00000285631,AC097105.1,7147,GRCh38,1,1,1,0.0,0,0,0,0.0
Gene Expression,ENSG00000017260,ATP2C1,7148,GRCh38,329,1182,341,0.7115059221658206,319,1162,331,0.7151462994836488
Gene Expression,ENSG00000250592,AC055733.2,7149,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000034533,ASTE1,7150,GRCh38,462,2006,480,0.7607178464606181,444,1930,462,0.7606217616580311
Gene Expression,ENSG00000114670,NEK11,7151,GRCh38,41,152,41,0.7302631578947368,39,148,39,0.7364864864864865
Gene Expression,ENSG00000250129,AC116424.1,7152,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000250608,AC010210.1,7153,GRCh38,23,69,23,0.6666666666666667,22,64,22,0.65625
Gene Expression,ENSG00000198585,NUDT16,7154,GRCh38,506,2794,544,0.8052970651395848,481,2712,519,0.8086283185840708
Gene Expression,ENSG00000261167,AC107027.3,7155,GRCh38,4,16,4,0.75,4,16,4,0.75
Gene Expression,ENSG00000114686,MRPL3,7156,GRCh38,1131,5370,1230,0.770949720670391,1084,5186,1181,0.7722715001928269
Gene Expression,ENSG00000248468,AC107027.1,7157,GRCh38,3,12,3,0.75,3,12,3,0.75
Gene Expression,ENSG00000196353,CPNE4,7158,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000014257,ACPP,7159,GRCh38,123,463,131,0.7170626349892009,121,451,129,0.7139689578713969
Gene Expression,ENSG00000138246,DNAJC13,7160,GRCh38,171,632,173,0.7262658227848101,163,614,165,0.7312703583061889
Gene Expression,ENSG00000240303,ACAD11,7161,GRCh38,183,629,186,0.7042925278219396,175,607,178,0.7067545304777595
Gene Expression,ENSG00000129048,ACKR4,7162,GRCh38,5,14,5,0.6428571428571428,4,13,4,0.6923076923076923
Gene Expression,ENSG00000081307,UBA5,7163,GRCh38,332,1519,342,0.7748518762343647,309,1439,319,0.778318276580959
Gene Expression,ENSG00000113971,NPHP3,7164,GRCh38,274,1167,286,0.7549271636675235,267,1148,279,0.7569686411149825
Gene Expression,ENSG00000248724,NPHP3-AS1,7165,GRCh38,20,82,20,0.7560975609756098,18,77,18,0.7662337662337663
Gene Expression,ENSG00000249725,AC079942.1,7166,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000144868,TMEM108,7167,GRCh38,3,3,3,0.0,1,1,1,0.0
Gene Expression,ENSG00000251011,TMEM108-AS1,7168,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000170819,BFSP2,7169,GRCh38,10,40,10,0.75,7,31,7,0.7741935483870968
Gene Expression,ENSG00000249993,BFSP2-AS1,7170,GRCh38,3,6,3,0.5,3,6,3,0.5
Gene Expression,ENSG00000272832,AC022296.4,7171,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000091527,CDV3,7172,GRCh38,1988,9825,2651,0.7301781170483461,1914,9634,2574,0.732821258044426
Gene Expression,ENSG00000163781,TOPBP1,7173,GRCh38,612,2330,651,0.7206008583690987,592,2284,631,0.7237302977232924
Gene Expression,ENSG00000091513,TF,7174,GRCh38,9,18,9,0.5,1,10,1,0.9
Gene Expression,ENSG00000144867,SRPRB,7175,GRCh38,582,2867,612,0.7865364492500873,562,2804,591,0.7892296718972895
Gene Expression,ENSG00000285908,AC080128.2,7176,GRCh38,3,14,3,0.7857142857142857,2,8,2,0.75
Gene Expression,ENSG00000154917,RAB6B,7177,GRCh38,17,79,19,0.759493670886076,12,72,14,0.8055555555555556
Gene Expression,ENSG00000174640,SLCO2A1,7178,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000243832,LINC02000,7179,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000163785,RYK,7180,GRCh38,381,1312,393,0.7004573170731707,368,1272,380,0.7012578616352201
Gene Expression,ENSG00000240006,LINC02004,7181,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000260633,AC010207.1,7182,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000114019,AMOTL2,7183,GRCh38,2,3,2,0.33333333333333337,0,0,0,0.0
Gene Expression,ENSG00000129055,ANAPC13,7184,GRCh38,750,3370,805,0.7611275964391692,726,3289,781,0.7625418060200668
Gene Expression,ENSG00000182923,CEP63,7185,GRCh38,573,2645,603,0.7720226843100189,546,2561,576,0.7750878563061304
Gene Expression,ENSG00000154928,EPHB1,7186,GRCh38,16,65,18,0.7230769230769231,13,62,15,0.7580645161290323
Gene Expression,ENSG00000174611,KY,7187,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000286982,AC016931.1,7188,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000240086,AC092969.1,7189,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000073711,PPP2R3A,7190,GRCh38,9,27,9,0.6666666666666667,8,25,8,0.6799999999999999
Gene Expression,ENSG00000273455,AC072039.2,7191,GRCh38,1,2,1,0.5,1,2,1,0.5
Gene Expression,ENSG00000174579,MSL2,7192,GRCh38,1278,6244,1450,0.767777065983344,1233,6096,1405,0.7695209973753281
Gene Expression,ENSG00000114054,PCCB,7193,GRCh38,223,1119,233,0.7917783735478106,219,1104,229,0.792572463768116
Gene Expression,ENSG00000118007,STAG1,7194,GRCh38,1047,4180,1136,0.7282296650717703,1012,4047,1101,0.7279466271312083
Gene Expression,ENSG00000261758,AC117382.2,7195,GRCh38,18,72,18,0.75,16,66,16,0.7575757575757576
Gene Expression,ENSG00000286915,AC096992.3,7196,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000168917,SLC35G2,7197,GRCh38,3,8,3,0.625,3,8,3,0.625
Gene Expression,ENSG00000239213,NCK1-DT,7198,GRCh38,41,152,41,0.7302631578947368,39,150,39,0.74
Gene Expression,ENSG00000273486,AC096992.2,7199,GRCh38,7,23,7,0.6956521739130435,7,23,7,0.6956521739130435
Gene Expression,ENSG00000158092,NCK1,7200,GRCh38,1062,4674,1145,0.7550278134360291,1024,4579,1107,0.7582441581131252
Gene Expression,ENSG00000174564,IL20RB,7201,GRCh38,8,31,8,0.7419354838709677,8,31,8,0.7419354838709677
Gene Expression,ENSG00000249407,IL20RB-AS1,7202,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000168875,SOX14,7203,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000239513,LINC01210,7204,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000261146,AC007159.1,7205,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000066405,CLDN18,7206,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000272609,AC016252.1,7207,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000158163,DZIP1L,7208,GRCh38,1,7,1,0.8571428571428572,1,7,1,0.8571428571428572
Gene Expression,ENSG00000118017,A4GNT,7209,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000138231,DBR1,7210,GRCh38,170,791,177,0.7762326169405815,164,764,171,0.7761780104712042
Gene Expression,ENSG00000114098,ARMC8,7211,GRCh38,1453,6755,1626,0.7592894152479644,1410,6622,1582,0.7610993657505285
Gene Expression,ENSG00000181322,NME9,7212,GRCh38,3,12,3,0.75,2,11,2,0.8181818181818181
Gene Expression,ENSG00000158186,MRAS,7213,GRCh38,167,824,175,0.787621359223301,162,812,170,0.7906403940886699
Gene Expression,ENSG00000158220,ESYT3,7214,GRCh38,1,8,1,0.875,1,8,1,0.875
Gene Expression,ENSG00000114107,CEP70,7215,GRCh38,149,551,153,0.7223230490018149,142,529,146,0.724007561436673
Gene Expression,ENSG00000158234,FAIM,7216,GRCh38,90,353,91,0.7422096317280453,83,346,84,0.7572254335260116
Gene Expression,ENSG00000051382,PIK3CB,7217,GRCh38,408,1952,424,0.7827868852459017,392,1892,408,0.7843551797040169
Gene Expression,ENSG00000244578,LINC01391,7218,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000183770,FOXL2,7219,GRCh38,1,4,1,0.75,1,4,1,0.75
Gene Expression,ENSG00000206262,FOXL2NB,7220,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000206260,PRR23A,7221,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000175110,MRPS22,7222,GRCh38,988,4235,1067,0.7480519480519481,961,4144,1040,0.7490347490347491
Gene Expression,ENSG00000184814,PRR23B,7223,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000233701,PRR23C,7224,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000232416,BPESC1,7225,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000281473,PISRT1,7226,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000286988,AC024933.2,7227,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000272656,AC024933.1,7228,GRCh38,2,2,2,0.0,2,2,2,0.0
Gene Expression,ENSG00000184432,COPB2,7229,GRCh38,376,1039,390,0.6246390760346487,360,1012,374,0.6304347826086957
Gene Expression,ENSG00000248932,AC046134.2,7230,GRCh38,62,250,62,0.752,58,240,58,0.7583333333333333
Gene Expression,ENSG00000114113,RBP2,7231,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000248790,AC097103.1,7232,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000114115,RBP1,7233,GRCh38,16,67,18,0.7313432835820896,10,61,12,0.8032786885245902
Gene Expression,ENSG00000163864,NMNAT3,7234,GRCh38,77,399,77,0.8070175438596492,76,398,76,0.8090452261306533
Gene Expression,ENSG00000261763,AC110716.2,7235,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000250543,AC110716.1,7236,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000251471,AC016933.1,7237,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000158258,CLSTN2,7238,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000249290,AC010181.1,7239,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000251058,AC010181.2,7240,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000250433,CLSTN2-AS1,7241,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000155890,TRIM42,7242,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000261826,AC121333.1,7243,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000114120,SLC25A36,7244,GRCh38,3232,20433,4236,0.7926882983409191,3098,19929,4096,0.7944703698128356
Gene Expression,ENSG00000248773,AC108727.1,7245,GRCh38,2,2,2,0.0,2,2,2,0.0
Gene Expression,ENSG00000175093,SPSB4,7246,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000251270,AC108727.2,7247,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000155893,PXYLP1,7248,GRCh38,162,563,163,0.7104795737122558,156,549,157,0.7140255009107468
Gene Expression,ENSG00000287155,AC022215.2,7249,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000249417,AC117383.1,7250,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000177311,ZBTB38,7251,GRCh38,563,2430,622,0.7440329218106996,543,2377,602,0.7467395877156079
Gene Expression,ENSG00000155903,RASA2,7252,GRCh38,1615,6452,1843,0.7143521388716677,1568,6312,1795,0.7156210392902408
Gene Expression,ENSG00000250170,RASA2-IT1,7253,GRCh38,15,39,15,0.6153846153846154,13,34,13,0.6176470588235294
Gene Expression,ENSG00000114125,RNF7,7254,GRCh38,4783,36170,7572,0.7906552391484656,4595,35445,7376,0.7919029482296516
Gene Expression,ENSG00000114124,GRK7,7255,GRCh38,7,12,7,0.41666666666666663,7,12,7,0.41666666666666663
Gene Expression,ENSG00000286822,AC112504.3,7256,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000069849,ATP1B3,7257,GRCh38,1756,10603,2480,0.7661039328491936,1685,10403,2407,0.7686244352590599
Gene Expression,ENSG00000244124,ATP1B3-AS1,7258,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000114126,TFDP2,7259,GRCh38,896,4209,1002,0.7619387027797577,867,4134,972,0.7648766328011611
Gene Expression,ENSG00000175066,GK5,7260,GRCh38,474,1912,521,0.727510460251046,453,1831,500,0.7269251774986346
Gene Expression,ENSG00000114127,XRN1,7261,GRCh38,1272,5311,1418,0.733006966672943,1224,5137,1369,0.7335020439945493
Gene Expression,ENSG00000175054,ATR,7262,GRCh38,432,1837,445,0.7577572128470332,413,1774,426,0.7598647125140925
Gene Expression,ENSG00000244327,AC109992.2,7263,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000120756,PLS1,7264,GRCh38,2,5,2,0.6,2,5,2,0.6
Gene Expression,ENSG00000239641,PLS1-AS1,7265,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000287045,AC072028.1,7266,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000144935,TRPC1,7267,GRCh38,23,83,25,0.6987951807228916,22,82,24,0.7073170731707317
Gene Expression,ENSG00000163710,PCOLCE2,7268,GRCh38,3,3,3,0.0,0,0,0,0.0
Gene Expression,ENSG00000243818,AC021074.3,7269,GRCh38,1,1,1,0.0,1,1,1,0.0
Gene Expression,ENSG00000188582,PAQR9,7270,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000241570,PAQR9-AS1,7271,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000163714,U2SURP,7272,GRCh38,2496,11538,3020,0.7382561969145433,2393,11191,2913,0.7397015458850862
Gene Expression,ENSG00000268129,AC026304.1,7273,GRCh38,57,266,57,0.7857142857142857,56,258,56,0.7829457364341086
Gene Expression,ENSG00000243733,AC018450.2,7274,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000175040,CHST2,7275,GRCh38,279,1141,303,0.7344434706397897,267,1112,291,0.7383093525179856
Gene Expression,ENSG00000241679,AC018450.1,7276,GRCh38,9,15,9,0.4,8,14,8,0.4285714285714286
Gene Expression,ENSG00000181804,SLC9A9,7277,GRCh38,177,709,184,0.7404795486600846,173,694,179,0.7420749279538905
Gene Expression,ENSG00000240888,AC131210.1,7278,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000240012,SLC9A9-AS1,7279,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000244493,SLC9A9-AS2,7280,GRCh38,1,5,1,0.8,1,5,1,0.8
Gene Expression,ENSG00000181744,DIPK2A,7281,GRCh38,687,3280,763,0.7673780487804878,662,3195,738,0.7690140845070422
Gene Expression,ENSG00000244358,AC055758.2,7282,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000240095,AC055758.1,7283,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000261051,AC107021.2,7284,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000243415,AC107021.1,7285,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000240032,LNCSRLR,7286,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000152952,PLOD2,7287,GRCh38,14,55,15,0.7272727272727273,11,52,12,0.7692307692307692
Gene Expression,ENSG00000114698,PLSCR4,7288,GRCh38,1,4,1,0.75,1,4,1,0.75
Gene Expression,ENSG00000163746,PLSCR2,7289,GRCh38,2,4,2,0.5,2,4,2,0.5
Gene Expression,ENSG00000188313,PLSCR1,7290,GRCh38,2025,13765,3394,0.7534326189611333,1944,13535,3313,0.755227188769856
Gene Expression,ENSG00000231213,PLSCR5,7291,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000241457,PLSCR5-AS1,7292,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000243620,AC092957.1,7293,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000242671,LINC02010,7294,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000174963,ZIC4,7295,GRCh38,1,1,1,0.0,0,0,0,0.0
Gene Expression,ENSG00000241202,ZIC4-AS1,7296,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000152977,ZIC1,7297,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000239661,AC092925.1,7298,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000239922,AC092958.1,7299,GRCh38,2,2,2,0.0,0,0,0,0.0
Gene Expression,ENSG00000285798,AC092958.4,7300,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000241131,LINC02032,7301,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000285660,AC092958.3,7302,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000241792,AC092958.2,7303,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000244650,AC025566.1,7304,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000243347,LINC02045,7305,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000242440,LINC02046,7306,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000285557,AC069410.1,7307,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000144891,AGTR1,7308,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000153002,CPB1,7309,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000240521,AC092979.1,7310,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000163751,CPA3,7311,GRCh38,3,34,9,0.7352941176470589,3,34,9,0.7352941176470589
Gene Expression,ENSG00000287198,AC092979.2,7312,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000163754,GYG1,7313,GRCh38,990,4789,1136,0.7627897264564627,961,4707,1106,0.7650308051837689
Gene Expression,ENSG00000071794,HLTF,7314,GRCh38,102,447,104,0.767337807606264,100,439,102,0.7676537585421412
Gene Expression,ENSG00000239718,HLTF-AS1,7315,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000163755,HPS3,7316,GRCh38,336,1459,349,0.7607950651130911,318,1407,331,0.7647476901208244
Gene Expression,ENSG00000047457,CP,7317,GRCh38,1,1,1,0.0,1,1,1,0.0
Gene Expression,ENSG00000286714,AC093001.2,7318,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000244468,AC093001.1,7319,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000163762,TM4SF18,7320,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000169908,TM4SF1,7321,GRCh38,5,6,5,0.16666666666666663,0,0,0,0.0
Gene Expression,ENSG00000240541,TM4SF1-AS1,7322,GRCh38,1,1,1,0.0,1,1,1,0.0
Gene Expression,ENSG00000243885,AC108751.4,7323,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000169903,TM4SF4,7324,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000018408,WWTR1,7325,GRCh38,3,13,3,0.7692307692307692,2,12,2,0.8333333333333334
Gene Expression,ENSG00000241985,WWTR1-IT1,7326,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000241313,WWTR1-AS1,7327,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000114744,COMMD2,7328,GRCh38,1370,6607,1506,0.772059936431058,1321,6430,1457,0.7734059097978228
Gene Expression,ENSG00000206199,ANKUB1,7329,GRCh38,2,6,2,0.6666666666666667,1,2,1,0.5
Gene Expression,ENSG00000082996,RNF13,7330,GRCh38,849,3649,924,0.7467799397095094,822,3605,897,0.7511789181692095
Gene Expression,ENSG00000070087,PFN2,7331,GRCh38,203,963,207,0.7850467289719626,187,934,191,0.7955032119914347
Gene Expression,ENSG00000242791,AC117395.1,7332,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000243944,AC117386.2,7333,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000243321,LINC01998,7334,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000241048,AC117386.1,7335,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000244541,LINC01213,7336,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000243550,LINC01214,7337,GRCh38,1,1,1,0.0,1,1,1,0.0
Gene Expression,ENSG00000286501,AC018545.1,7338,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000196428,TSC22D2,7339,GRCh38,1083,4713,1217,0.7417780606832166,1055,4617,1188,0.7426900584795322
Gene Expression,ENSG00000120742,SERP1,7340,GRCh38,7538,111839,20586,0.8159318305778843,6982,109503,19980,0.8175392455001232
Gene Expression,ENSG00000144895,EIF2A,7341,GRCh38,3043,15628,3958,0.746736626567699,2937,15263,3850,0.7477560112690821
Gene Expression,ENSG00000198843,SELENOT,7342,GRCh38,3789,22495,5038,0.776039119804401,3655,22057,4903,0.777712290882713
Gene Expression,ENSG00000163645,ERICH6,7343,GRCh38,18,63,20,0.6825396825396826,17,59,19,0.6779661016949152
Gene Expression,ENSG00000240137,ERICH6-AS1,7344,GRCh38,182,740,187,0.7472972972972973,180,738,185,0.7493224932249323
Gene Expression,ENSG00000287688,AC011317.1,7345,GRCh38,2,6,2,0.6666666666666667,1,2,1,0.5
Gene Expression,ENSG00000181788,SIAH2,7346,GRCh38,1712,8278,1966,0.762503020053153,1637,8001,1891,0.7636545431821022
Gene Expression,ENSG00000244265,SIAH2-AS1,7347,GRCh38,1,1,1,0.0,0,0,0,0.0
Gene Expression,ENSG00000239265,CLRN1-AS1,7348,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000214237,MINDY4B,7349,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000243273,AC020636.1,7350,GRCh38,3,5,3,0.4,3,5,3,0.4
Gene Expression,ENSG00000163646,CLRN1,7351,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000144893,MED12L,7352,GRCh38,19,87,21,0.7586206896551724,18,84,20,0.7619047619047619
Gene Expression,ENSG00000174946,GPR171,7353,GRCh38,47,222,48,0.7837837837837838,44,217,45,0.7926267281105991
Gene Expression,ENSG00000174944,P2RY14,7354,GRCh38,30,88,33,0.625,30,88,33,0.625
Gene Expression,ENSG00000286273,AC078816.1,7355,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000138271,GPR87,7356,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000181631,P2RY13,7357,GRCh38,262,1499,303,0.7978652434956638,260,1495,301,0.7986622073578595
Gene Expression,ENSG00000169313,P2RY12,7358,GRCh38,4,16,4,0.75,3,15,3,0.8
Gene Expression,ENSG00000152580,IGSF10,7359,GRCh38,9,28,9,0.6785714285714286,8,26,8,0.6923076923076923
Gene Expression,ENSG00000241151,LINC02066,7360,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000197953,AADACL2,7361,GRCh38,0,0,0,0.0,0,0,0,0.0
Gene Expression,ENSG00000242908,AADACL2-AS1,7362,GRCh38,0,0,0,0.0,0,0,0,0.0
